GENERATIONS,MAX,AVR,MEDIAN,DIVERSITY
2336,14124,14075.85,14124,99.85
2337,14124,14050.17,14124,99.65
2338,14124,13918.56,14124,99.73
2339,14124,13982.76,14124,99.81
2340,14124,14063.01,14124,99.83
2341,14124,14014.86,14124,99.95
2342,14124,14024.49,14124,99.87
2343,14124,14030.91,14124,99.91
2344,14124,13880.04,14124,99.97
2345,14124,13973.13,14124,99.89
2346,14124,14091.9,14124,99.83
2347,14124,13976.34,14124,99.89
2348,14124,13998.81,14124,99.91
2349,14124,14027.7,14124,99.91
2350,14124,13995.6,14124,99.91
2351,14124,14005.23,14124,99.93
2352,14124,14075.85,14124,99.89
2353,14124,13803.0,14124,99.93
2354,14124,13941.03,14124,99.93
2355,14124,13976.34,14124,99.91
2356,14124,13924.98,14124,99.91
2357,14124,14021.28,14124,99.93
2358,14124,14027.7,14124,99.95
2359,14124,14034.12,14124,99.97
2360,14124,14043.75,14124,99.93
2361,14124,13995.6,14124,99.89
2362,14124,14034.12,14124,99.87
2363,14124,13976.34,14124,99.95
2364,14124,14069.43,14124,99.87
2365,14124,13912.14,14124,99.95
2366,14124,13928.19,14124,99.97
2367,14124,13998.81,14124,99.95
2368,14124,14056.59,14124,99.97
2369,14124,14101.53,14124,99.89
2370,14124,14085.48,14124,99.95
2371,14124,14005.23,14124,100.0
2372,14124,13931.4,14124,99.93
2373,14124,13908.93,14124,100.0
2374,14124,14008.44,14124,99.97
2375,14124,14014.86,14124,99.85
2376,14124,14072.64,14124,99.93
2377,14124,13992.39,14124,99.89
2378,14124,14030.91,14124,99.97
2379,14124,14088.69,14124,99.93
2380,14124,13966.71,14124,99.97
2381,14124,14082.27,14124,99.95
2382,14124,13944.24,14124,99.93
2383,14124,13937.82,14124,99.93
2384,14124,13924.98,14124,99.93
2385,14124,13982.76,14124,99.93
2386,14124,14034.12,14124,99.95
2387,14124,13876.83,14124,99.95
2388,14124,13828.68,14124,99.95
2389,14124,13908.93,14124,99.97
2390,14124,14021.28,14124,99.93
2391,14124,13995.6,14124,99.93
2392,14124,13944.24,14124,99.91
2393,14124,14018.07,14124,99.89
2394,14124,14030.91,14124,99.91
2395,14124,14063.01,14124,99.89
2396,14124,13867.2,14124,99.93
2397,14124,13995.6,14124,99.93
2398,14124,14024.49,14124,99.81
2399,14124,13960.29,14124,99.93
2400,14124,13998.81,14124,99.89
2401,14124,13969.92,14124,99.95
2402,14124,14046.96,14124,99.89
2403,14124,13995.6,14124,99.85
2404,14124,14056.59,14124,99.81
2405,14124,13976.34,14124,99.81
2406,14124,13953.87,14124,99.91
2407,14124,13992.39,14124,99.93
2408,14124,14053.38,14124,99.83
2409,14124,14056.59,14124,99.83
2410,14124,14050.17,14124,99.77
2411,14124,14008.44,14124,99.53
2412,14124,13998.81,14124,99.79
2413,14124,13985.97,14124,99.69
2414,14124,13899.3,14124,99.89
2415,14124,13985.97,14124,99.77
2416,14124,14091.9,14124,99.87
2417,14124,14069.43,14124,99.83
2418,14124,13998.81,14124,99.85
2419,14124,14021.28,14124,99.77
2420,14124,13989.18,14124,99.93
2421,14124,13998.81,14124,99.89
2422,14124,14018.07,14124,99.77
2423,14124,13982.76,14124,99.93
2424,14124,13995.6,14124,99.79
2425,14124,14034.12,14124,99.91
2426,14124,13960.29,14124,99.91
2427,14124,14082.27,14124,99.73
2428,14124,13944.24,14124,99.71
2429,14124,13985.97,14124,99.87
2430,14124,13908.93,14124,99.77
2431,14124,14079.06,14124,99.85
2432,14124,14050.17,14124,99.81
2433,14124,13995.6,14124,99.73
2434,14124,13989.18,14124,99.57
2435,14124,13973.13,14124,99.47
2436,14124,14030.91,14124,99.71
2437,14124,14056.59,14124,99.65
2438,14124,13982.76,14124,99.71
2439,14124,14046.96,14124,99.71
2440,14124,13995.6,14124,99.51
2441,14124,14046.96,14124,99.79
2442,14124,14069.43,14124,99.69
2443,14124,14043.75,14124,99.75
2444,14124,14088.69,14124,99.85
2445,14124,14066.22,14124,99.93
2446,14124,14005.23,14124,99.85
2447,14124,13966.71,14124,99.67
2448,14124,14037.33,14124,99.65
2449,14124,14005.23,14124,99.65
2450,14124,14030.91,14124,99.83
2451,14124,13953.87,14124,99.81
2452,14124,13979.55,14124,99.71
2453,14124,14066.22,14124,99.67
2454,14124,14101.53,14124,99.73
2455,14124,14018.07,14124,99.83
2456,14124,14005.23,14124,99.77
2457,14124,14034.12,14124,99.71
2458,14124,14088.69,14124,99.53
2459,14124,14043.75,14124,99.55
2460,14124,14069.43,14124,99.49
2461,14124,14034.12,14124,99.39
2462,14124,13966.71,14124,99.67
2463,14124,13976.34,14124,99.39
2464,14124,13944.24,14124,99.65
2465,14124,14088.69,14124,99.41
2466,14124,14005.23,14124,99.35
2467,14124,14030.91,14124,99.31
2468,14124,14059.8,14124,99.19
2469,14124,13973.13,14124,99.11
2470,14124,13979.55,14124,99.39
2471,14124,14046.96,14124,99.47
2472,14124,13928.19,14124,99.71
2473,14124,14021.28,14124,99.51
2474,14124,13998.81,14124,99.49
2475,14124,14091.9,14124,99.31
2476,14124,13944.24,14124,99.71
2477,14124,13960.29,14124,99.67
2478,14124,14101.53,14124,99.57
2479,14124,13979.55,14124,99.45
2480,14124,13889.67,14124,99.43
2481,14124,14027.7,14124,99.07
2482,14124,14018.07,14124,98.54
2483,14124,13985.97,14124,99.35
2484,14124,14021.28,14124,99.65
2485,14124,14053.38,14124,99.43
2486,14124,13960.29,14124,99.55
2487,14124,14002.02,14124,99.43
2488,14124,14069.43,14124,99.77
2489,14124,14037.33,14124,99.43
2490,14124,14053.38,14124,99.57
2491,14124,14043.75,14124,99.67
2492,14124,14072.64,14124,99.75
2493,14124,13963.5,14124,99.71
2494,14124,14091.9,14124,99.73
2495,14124,13989.18,14124,99.79
2496,14124,13937.82,14124,99.77
2497,14124,14056.59,14124,99.59
2498,14124,14056.59,14124,99.61
2499,14124,14053.38,14124,99.83
2500,14124,13937.82,14124,99.71
2501,14124,14014.86,14124,99.65
2502,14124,14088.69,14124,98.9
2503,14124,14072.64,14124,99.47
2504,14124,13944.24,14124,99.61
2505,14124,14030.91,14124,99.53
2506,14124,14114.37,14124,99.45
2507,14124,14088.69,14124,99.43
2508,14124,13989.18,14124,99.69
2509,14124,14043.75,14124,99.57
2510,14124,14014.86,14124,99.77
2511,14124,14050.17,14124,99.81
2512,14124,14066.22,14124,99.79
2513,14124,14101.53,14124,99.63
2514,14124,13992.39,14124,99.63
2515,14124,13931.4,14124,99.57
2516,14124,14056.59,14124,99.63
2517,14124,14059.8,14124,99.71
2518,14124,14034.12,14124,99.73
2519,14124,13947.45,14124,99.75
2520,14124,14063.01,14124,99.87
2521,14124,14056.59,14124,99.69
2522,14124,14011.65,14124,99.85
2523,14124,13934.61,14124,99.77
2524,14124,14053.38,14124,99.89
2525,14124,13912.14,14124,99.83
2526,14124,13995.6,14124,99.81
2527,14124,14030.91,14124,99.77
2528,14124,14066.22,14124,99.71
2529,14124,14101.53,14124,99.85
2530,14124,14021.28,14124,99.83
2531,14124,14066.22,14124,99.75
2532,14124,14091.9,14124,99.67
2533,14124,14075.85,14124,99.61
2534,14124,14050.17,14124,99.81
2535,14124,14111.16,14124,99.91
2536,14124,13838.31,14124,99.87
2537,14124,13931.4,14124,99.93
2538,14124,13905.72,14124,99.87
2539,14124,14063.01,14124,99.89
2540,14124,14050.17,14124,99.91
2541,14124,13969.92,14124,99.93
2542,14124,14034.12,14124,99.81
2543,14124,14059.8,14124,99.85
2544,14124,14027.7,14124,99.87
2545,14124,14046.96,14124,99.95
2546,14124,14079.06,14124,99.85
2547,14124,14030.91,14124,99.83
2548,14124,13950.66,14124,99.85
2549,14124,13969.92,14124,99.93
2550,14124,13979.55,14124,99.79
2551,14124,13985.97,14124,99.81
2552,14124,14043.75,14124,99.71
2553,14124,14018.07,14124,99.91
2554,14124,14075.85,14124,99.79
2555,14124,14056.59,14124,99.83
2556,14124,14005.23,14124,99.77
2557,14124,14063.01,14124,99.83
2558,14124,14014.86,14124,99.83
2559,14124,14075.85,14124,99.91
2560,14124,14069.43,14124,99.91
2561,14124,13908.93,14124,99.87
2562,14124,14037.33,14124,99.79
2563,14124,14011.65,14124,99.83
2564,14124,14101.53,14124,99.83
2565,14124,14014.86,14124,99.79
2566,14124,14082.27,14124,99.81
2567,14124,13902.51,14124,99.81
2568,14124,13979.55,14124,99.71
2569,14124,14002.02,14124,99.75
2570,14124,14040.54,14124,99.79
2571,14124,14018.07,14124,99.81
2572,14124,14059.8,14124,99.85
2573,14124,13944.24,14124,99.79
2574,14124,14011.65,14124,99.77
2575,14124,14011.65,14124,99.77
2576,14124,14018.07,14124,99.71
2577,14124,14082.27,14124,99.71
2578,14124,14072.64,14124,99.69
2579,14124,13937.82,14124,99.75
2580,14124,14030.91,14124,99.55
2581,14124,14040.54,14124,99.71
2582,14124,13982.76,14124,99.55
2583,14124,13969.92,14124,99.59
2584,14124,13979.55,14124,99.63
2585,14124,13998.81,14124,99.57
2586,14124,14037.33,14124,99.69
2587,14124,14008.44,14124,99.71
2588,14124,14024.49,14124,99.63
2589,14124,14037.33,14124,99.73
2590,14124,14005.23,14124,99.65
2591,14124,14005.23,14124,99.75
2592,14124,14018.07,14124,99.63
2593,14124,13976.34,14124,99.57
2594,14124,13992.39,14124,99.39
2595,14124,13960.29,14124,99.77
2596,14124,13924.98,14124,99.79
2597,14124,13950.66,14124,99.81
2598,14124,13976.34,14124,99.91
2599,14124,14011.65,14124,99.87
2600,14124,14053.38,14124,99.75
2601,14124,13969.92,14124,99.71
2602,14124,14053.38,14124,99.65
2603,14124,14011.65,14124,99.69
2604,14124,13992.39,14124,99.45
2605,14124,14043.75,14124,99.77
2606,14124,14024.49,14124,99.75
2607,14124,13998.81,14124,99.57
2608,14124,13963.5,14124,99.61
2609,14124,14021.28,14124,99.77
2610,14124,14050.17,14124,99.77
2611,14124,13953.87,14124,99.79
2612,14124,13880.04,14124,99.91
2613,14124,13982.76,14124,99.89
2614,14124,14066.22,14124,99.87
2615,14124,13982.76,14124,99.95
2616,14124,14056.59,14124,99.89
2617,14124,14069.43,14124,99.89
2618,14124,13998.81,14124,99.83
2619,14124,14069.43,14124,99.89
2620,14124,14034.12,14124,99.91
2621,14124,13985.97,14124,99.95
2622,14124,13995.6,14124,99.87
2623,14124,14050.17,14124,99.91
2624,14124,14046.96,14124,99.91
2625,14124,13905.72,14124,99.93
2626,14124,14024.49,14124,99.87
2627,14124,14072.64,14124,99.93
2628,14124,14018.07,14124,99.85
2629,14124,14002.02,14124,99.85
2630,14124,14040.54,14124,99.83
2631,14124,14037.33,14124,99.93
2632,14124,13982.76,14124,99.83
2633,14124,13908.93,14124,99.83
2634,14124,13966.71,14124,99.85
2635,14124,14050.17,14124,99.89
2636,14124,14095.11,14124,99.81
2637,14124,13937.82,14124,99.87
2638,14124,14008.44,14124,99.75
2639,14124,14024.49,14124,99.81
2640,14124,14018.07,14124,99.79
2641,14124,14079.06,14124,99.91
2642,14124,14059.8,14124,99.81
2643,14124,14030.91,14124,99.81
2644,14124,14014.86,14124,99.89
2645,14124,13989.18,14124,99.89
2646,14124,14021.28,14124,99.91
2647,14124,13966.71,14124,99.83
2648,14124,13908.93,14124,99.81
2649,14124,14053.38,14124,99.67
2650,14124,13953.87,14124,99.79
2651,14124,13995.6,14124,99.79
2652,14124,14072.64,14124,99.69
2653,14124,14098.32,14124,99.87
2654,14124,13985.97,14124,99.51
2655,14124,14063.01,14124,99.85
2656,14124,13944.24,14124,99.87
2657,14124,14021.28,14124,99.83
2658,14124,14056.59,14124,99.77
2659,14124,13992.39,14124,99.77
2660,14124,13973.13,14124,99.91
2661,14124,13976.34,14124,99.77
2662,14124,13963.5,14124,99.87
2663,14124,14082.27,14124,99.75
2664,14124,14075.85,14124,99.79
2665,14124,14011.65,14124,99.75
2666,14124,14050.17,14124,99.67
2667,14124,14075.85,14124,99.71
2668,14124,14011.65,14124,99.71
2669,14124,14059.8,14124,99.73
2670,14124,14018.07,14124,99.75
2671,14124,14011.65,14124,99.61
2672,14124,13976.34,14124,99.47
2673,14124,14085.48,14124,99.69
2674,14124,14014.86,14124,99.79
2675,14124,13989.18,14124,99.83
2676,14124,14021.28,14124,99.67
2677,14124,13989.18,14124,99.77
2678,14124,13992.39,14124,99.83
2679,14124,13992.39,14124,99.69
2680,14124,14024.49,14124,99.39
2681,14124,14043.75,14124,99.71
2682,14124,14005.23,14124,99.79
2683,14124,14030.91,14124,99.69
2684,14124,14021.28,14124,99.85
2685,14124,14050.17,14124,99.89
2686,14124,13998.81,14124,99.69
2687,14124,14002.02,14124,99.89
2688,14124,14030.91,14124,99.77
2689,14124,13989.18,14124,99.91
2690,14124,14005.23,14124,99.75
2691,14124,14024.49,14124,99.85
2692,14124,14040.54,14124,99.81
2693,14124,14069.43,14124,99.73
2694,14124,13989.18,14124,99.87
2695,14124,14037.33,14124,99.73
2696,14124,14050.17,14124,99.83
2697,14124,14011.65,14124,99.63
2698,14124,13924.98,14124,99.63
2699,14124,13982.76,14124,99.71
2700,14124,14072.64,14124,99.83
2701,14124,14011.65,14124,99.87
2702,14124,14018.07,14124,99.89
2703,14124,14111.16,14124,99.87
2704,14124,14024.49,14124,99.95
2705,14124,14027.7,14124,99.81
2706,14124,14053.38,14124,99.83
2707,14124,14040.54,14124,99.85
2708,14124,14037.33,14124,99.75
2709,14124,13998.81,14124,99.77
2710,14124,14024.49,14124,99.69
2711,14124,14079.06,14124,99.71
2712,14124,14056.59,14124,99.73
2713,14124,14037.33,14124,99.87
2714,14124,14082.27,14124,99.83
2715,14124,13847.94,14124,99.77
2716,14124,13937.82,14124,99.73
2717,14124,13989.18,14124,99.77
2718,14124,13985.97,14124,99.71
2719,14124,13992.39,14124,99.79
2720,14124,14011.65,14124,99.83
2721,14124,14050.17,14124,99.79
2722,14124,14008.44,14124,99.63
2723,14124,13982.76,14124,99.67
2724,14124,14002.02,14124,99.55
2725,14124,14005.23,14124,99.71
2726,14124,14014.86,14124,99.79
2727,14124,14018.07,14124,99.77
2728,14124,13950.66,14124,99.81
2729,14124,14063.01,14124,99.73
2730,14124,14104.74,14124,99.81
2731,14124,14014.86,14124,99.77
2732,14124,14043.75,14124,99.81
2733,14124,14088.69,14124,99.73
2734,14124,14098.32,14124,99.83
2735,14124,13969.92,14124,99.81
2736,14124,14034.12,14124,99.83
2737,14124,14063.01,14124,99.75
2738,14124,14059.8,14124,99.61
2739,14124,14027.7,14124,99.77
2740,14124,14056.59,14124,99.81
2741,14124,14069.43,14124,99.49
2742,14124,14088.69,14124,99.73
2743,14124,13941.03,14124,99.73
2744,14124,14046.96,14124,99.83
2745,14124,13985.97,14124,99.79
2746,14124,14011.65,14124,99.65
2747,14124,14082.27,14124,99.77
2748,14124,14024.49,14124,99.77
2749,14124,13992.39,14124,99.75
2750,14124,13989.18,14124,99.73
2751,14124,13982.76,14124,99.71
2752,14124,14082.27,14124,99.77
2753,14124,14063.01,14124,99.81
2754,14124,13979.55,14124,99.71
2755,14124,13985.97,14124,99.61
2756,14124,14066.22,14124,99.63
2757,14124,13976.34,14124,99.67
2758,14124,13989.18,14124,99.69
2759,14124,14034.12,14124,99.71
2760,14124,14082.27,14124,99.75
2761,14124,14114.37,14124,99.55
2762,14124,13937.82,14124,99.67
2763,14124,14027.7,14124,99.71
2764,14124,14056.59,14124,99.79
2765,14124,14002.02,14124,99.71
2766,14124,14018.07,14124,99.61
2767,14124,13998.81,14124,99.51
2768,14124,14040.54,14124,99.79
2769,14124,14056.59,14124,99.71
2770,14124,13966.71,14124,99.39
2771,14124,14066.22,14124,99.51
2772,14124,14082.27,14124,99.69
2773,14124,13979.55,14124,99.55
2774,14124,14069.43,14124,99.73
2775,14124,14040.54,14124,99.63
2776,14124,13947.45,14124,99.65
2777,14124,13998.81,14124,99.59
2778,14124,13963.5,14124,99.75
2779,14124,14075.85,14124,99.75
2780,14124,14066.22,14124,99.77
2781,14124,14050.17,14124,99.91
2782,14124,14053.38,14124,99.79
2783,14124,13902.51,14124,99.87
2784,14124,13950.66,14124,99.83
2785,14124,14021.28,14124,99.83
2786,14124,14056.59,14124,99.95
2787,14124,13947.45,14124,99.89
2788,14124,14034.12,14124,99.91
2789,14124,14085.48,14124,99.79
2790,14124,13918.56,14124,99.81
2791,14124,13947.45,14124,99.87
2792,14124,14043.75,14124,99.87
2793,14124,13976.34,14124,99.85
2794,14124,14059.8,14124,99.89
2795,14124,14104.74,14124,99.87
2796,14124,14088.69,14124,99.87
2797,14124,14053.38,14124,99.95
2798,14124,14046.96,14124,99.83
2799,14124,13960.29,14124,99.91
2800,14124,14005.23,14124,99.91
2801,14124,13960.29,14124,99.75
2802,14124,14063.01,14124,99.87
2803,14124,13931.4,14124,99.81
2804,14124,14037.33,14124,99.83
2805,14124,14018.07,14124,99.83
2806,14124,14056.59,14124,99.79
2807,14124,13966.71,14124,99.85
2808,14124,14085.48,14124,99.83
2809,14124,14002.02,14124,99.87
2810,14124,13934.61,14124,99.93
2811,14124,14011.65,14124,99.93
2812,14124,13928.19,14124,99.91
2813,14124,14030.91,14124,99.89
2814,14124,14030.91,14124,99.91
2815,14124,13931.4,14124,99.93
2816,14124,14030.91,14124,99.87
2817,14124,14050.17,14124,99.93
2818,14124,14024.49,14124,99.89
2819,14124,13934.61,14124,99.95
2820,14124,14021.28,14124,99.91
2821,14124,14046.96,14124,99.87
2822,14124,13969.92,14124,99.91
2823,14124,13969.92,14124,99.89
2824,14124,13957.08,14124,99.93
2825,14124,14079.06,14124,99.95
2826,14124,14030.91,14124,99.95
2827,14124,13979.55,14124,99.95
2828,14124,13982.76,14124,99.97
2829,14124,14018.07,14124,99.97
2830,14124,14005.23,14124,99.97
2831,14124,13976.34,14124,99.95
2832,14124,13912.14,14124,99.97
2833,14124,14002.02,14124,99.97
2834,14124,13995.6,14124,100.0
2835,14124,13973.13,14124,99.89
2836,14124,14037.33,14124,99.95
2837,14124,13966.71,14124,99.97
2838,14124,13976.34,14124,99.93
2839,14124,14037.33,14124,99.93
2840,14124,14037.33,14124,99.97
2841,14124,14030.91,14124,99.93
2842,14124,13960.29,14124,99.95
2843,14124,14011.65,14124,99.95
2844,14124,14027.7,14124,99.95
2845,14124,14014.86,14124,99.97
2846,14124,13944.24,14124,100.0
2847,14124,14034.12,14124,99.97
2848,14124,13966.71,14124,99.93
2849,14124,13941.03,14124,99.91
2850,14124,13973.13,14124,99.97
2851,14124,14040.54,14124,99.91
2852,14124,13941.03,14124,99.93
2853,14124,14046.96,14124,99.93
2854,14124,13886.46,14124,99.97
2855,14124,14034.12,14124,99.95
2856,14124,13976.34,14124,99.91
2857,14124,13966.71,14124,100.0
2858,14124,13957.08,14124,99.97
2859,14124,13918.56,14124,99.97
2860,14124,13937.82,14124,99.95
2861,14124,13912.14,14124,99.93
2862,14124,14024.49,14124,99.93
2863,14124,14005.23,14124,99.95
2864,14124,13979.55,14124,100.0
2865,14124,14066.22,14124,99.95
2866,14124,14014.86,14124,99.95
2867,14124,14030.91,14124,99.85
2868,14124,13944.24,14124,100.0
2869,14124,14069.43,14124,99.95
2870,14124,14095.11,14124,99.95
2871,14124,13847.94,14124,99.97
2872,14124,14040.54,14124,99.95
2873,14124,14079.06,14124,99.89
2874,14124,14091.9,14124,99.95
2875,14124,14005.23,14124,99.93
2876,14124,13934.61,14124,99.95
2877,14124,13953.87,14124,100.0
2878,14124,14011.65,14124,100.0
2879,14124,14018.07,14124,99.95
2880,14124,14043.75,14124,100.0
2881,14124,14002.02,14124,99.95
2882,14124,14005.23,14124,99.91
2883,14124,14021.28,14124,99.83
2884,14124,14030.91,14124,99.95
2885,14124,13953.87,14124,99.97
2886,14124,14072.64,14124,99.91
2887,14124,14085.48,14124,99.91
2888,14124,13957.08,14124,99.89
2889,14124,14002.02,14124,99.93
2890,14124,14088.69,14124,99.79
2891,14124,14027.7,14124,99.95
2892,14124,14034.12,14124,99.91
2893,14124,13950.66,14124,99.93
2894,14124,14046.96,14124,99.87
2895,14124,14082.27,14124,99.93
2896,14124,13931.4,14124,99.97
2897,14124,14059.8,14124,99.87
2898,14124,13979.55,14124,99.91
2899,14124,13973.13,14124,99.93
2900,14124,14079.06,14124,99.91
2901,14124,13973.13,14124,99.87
2902,14124,14027.7,14124,99.91
2903,14124,14063.01,14124,99.81
2904,14124,14040.54,14124,99.93
2905,14124,14059.8,14124,99.89
2906,14124,14024.49,14124,99.95
2907,14124,14002.02,14124,99.91
2908,14124,13963.5,14124,99.95
2909,14124,13924.98,14124,99.93
2910,14124,13960.29,14124,99.93
2911,14124,13905.72,14124,100.0
2912,14124,13921.77,14124,99.87
2913,14124,14021.28,14124,99.89
2914,14124,13985.97,14124,99.85
2915,14124,13937.82,14124,99.87
2916,14124,14011.65,14124,99.79
2917,14124,13941.03,14124,99.87
2918,14124,14014.86,14124,99.95
2919,14124,14066.22,14124,99.85
2920,14124,13937.82,14124,99.85
2921,14124,14014.86,14124,99.95
2922,14124,14002.02,14124,99.87
2923,14124,14040.54,14124,99.95
2924,14124,14082.27,14124,99.87
2925,14124,14014.86,14124,99.81
2926,14124,14037.33,14124,99.81
2927,14124,14030.91,14124,99.93
2928,14124,13957.08,14124,99.95
2929,14124,14021.28,14124,99.91
2930,14124,14088.69,14124,99.87
2931,14124,14027.7,14124,100.0
2932,14124,13957.08,14124,99.89
2933,14124,14018.07,14124,99.91
2934,14124,13989.18,14124,99.93
2935,14124,14024.49,14124,99.93
2936,14124,14117.58,14124,99.89
2937,14124,13985.97,14124,99.97
2938,14124,14011.65,14124,99.93
2939,14124,13957.08,14124,99.91
2940,14124,14075.85,14124,99.91
2941,14124,14030.91,14124,99.93
2942,14124,14008.44,14124,99.97
2943,14124,13976.34,14124,99.95
2944,14124,14011.65,14124,99.93
2945,14124,14063.01,14124,99.97
2946,14124,14059.8,14124,99.93
2947,14124,13892.88,14124,99.89
2948,14124,14059.8,14124,99.91
2949,14124,14018.07,14124,99.89
2950,14124,13947.45,14124,99.79
2951,14124,13989.18,14124,99.91
2952,14124,13979.55,14124,99.91
2953,14124,14024.49,14124,99.89
2954,14124,13979.55,14124,99.87
2955,14124,14005.23,14124,99.95
2956,14124,14098.32,14124,99.91
2957,14124,14024.49,14124,99.95
2958,14124,14024.49,14124,99.85
2959,14124,14056.59,14124,99.93
2960,14124,14030.91,14124,99.97
2961,14124,13992.39,14124,99.93
2962,14124,13989.18,14124,99.93
2963,14124,14037.33,14124,99.81
2964,14124,14014.86,14124,99.91
2965,14124,13896.09,14124,99.83
2966,14124,14085.48,14124,99.95
2967,14124,14011.65,14124,99.89
2968,14124,14082.27,14124,99.83
2969,14124,14030.91,14124,99.85
2970,14124,14030.91,14124,99.97
2971,14124,14050.17,14124,99.93
2972,14124,13934.61,14124,99.91
2973,14124,14027.7,14124,99.87
2974,14124,14066.22,14124,99.85
2975,14124,13915.35,14124,99.93
2976,14124,14043.75,14124,99.85
2977,14124,14021.28,14124,99.93
2978,14124,14098.32,14124,99.91
2979,14124,13941.03,14124,99.63
2980,14124,14037.33,14124,99.97
2981,14124,14014.86,14124,99.91
2982,14124,14024.49,14124,99.95
2983,14124,14002.02,14124,99.95
2984,14124,14104.74,14124,100.0
2985,14124,14021.28,14124,99.91
2986,14124,14024.49,14124,99.85
2987,14124,14079.06,14124,99.95
2988,14124,14021.28,14124,99.93
2989,14124,14002.02,14124,99.83
2990,14124,14008.44,14124,99.75
2991,14124,14034.12,14124,99.81
2992,14124,14056.59,14124,99.87
2993,14124,13966.71,14124,99.93
2994,14124,13989.18,14124,99.95
2995,14124,13918.56,14124,99.83
2996,14124,14027.7,14124,99.91
2997,14124,14043.75,14124,99.75
2998,14124,13966.71,14124,99.67
2999,14124,13944.24,14124,99.81
3000,14124,13912.14,14124,99.85
3001,14124,13950.66,14124,99.93
3002,14124,13963.5,14124,99.87
3003,14124,13937.82,14124,99.87
3004,14124,13969.92,14124,99.79
3005,14124,14056.59,14124,99.83
3006,14124,14046.96,14124,99.77
3007,14124,14066.22,14124,99.87
3008,14124,13928.19,14124,99.71
3009,14124,13937.82,14124,99.75
3010,14124,14079.06,14124,99.77
3011,14124,13966.71,14124,99.85
3012,14124,13992.39,14124,99.81
3013,14124,14014.86,14124,99.83
3014,14124,13989.18,14124,99.91
3015,14124,13979.55,14124,99.97
3016,14124,14075.85,14124,99.89
3017,14124,14098.32,14124,99.83
3018,14124,13979.55,14124,99.75
3019,14124,14030.91,14124,99.83
3020,14124,13995.6,14124,99.75
3021,14124,14021.28,14124,99.85
3022,14124,14037.33,14124,99.87
3023,14124,14040.54,14124,99.85
3024,14124,14024.49,14124,99.89
3025,14124,13976.34,14124,99.75
3026,14124,13969.92,14124,99.95
3027,14124,14095.11,14124,99.91
3028,14124,14014.86,14124,99.87
3029,14124,14034.12,14124,99.89
3030,14124,13992.39,14124,99.93
3031,14124,13937.82,14124,99.87
3032,14124,13953.87,14124,99.89
3033,14124,14053.38,14124,99.77
3034,14124,14098.32,14124,99.85
3035,14124,14063.01,14124,99.85
3036,14124,14053.38,14124,99.95
3037,14124,14066.22,14124,99.85
3038,14124,14075.85,14124,99.91
3039,14124,14075.85,14124,99.87
3040,14124,14091.9,14124,99.79
3041,14124,14002.02,14124,99.91
3042,14124,13963.5,14124,99.89
3043,14124,13918.56,14124,99.89
3044,14124,13973.13,14124,99.81
3045,14124,14018.07,14124,99.79
3046,14124,14056.59,14124,99.83
3047,14124,14043.75,14124,99.85
3048,14124,14005.23,14124,99.77
3049,14124,14030.91,14124,99.91
3050,14124,14024.49,14124,99.75
3051,14124,13989.18,14124,99.91
3052,14124,13957.08,14124,99.95
3053,14124,14021.28,14124,99.93
3054,14124,14063.01,14124,99.85
3055,14124,14027.7,14124,99.79
3056,14124,14085.48,14124,99.89
3057,14124,14043.75,14124,99.79
3058,14124,14046.96,14124,99.91
3059,14124,13985.97,14124,99.75
3060,14124,13928.19,14124,99.95
3061,14124,14056.59,14124,99.85
3062,14124,13998.81,14124,99.91
3063,14124,14040.54,14124,99.89
3064,14124,14014.86,14124,99.91
3065,14124,13950.66,14124,99.89
3066,14124,14030.91,14124,99.87
3067,14124,13889.67,14124,99.91
3068,14124,13902.51,14124,99.87
3069,14124,13924.98,14124,99.85
3070,14124,13812.63,14124,99.83
3071,14124,13886.46,14124,99.89
3072,14124,13876.83,14124,99.65
3073,14124,13995.6,14124,99.59
3074,14124,13969.92,14124,99.49
3075,14124,13998.81,14124,99.33
3076,14124,14008.44,14124,99.49
3077,14124,14072.64,14124,99.59
3078,14124,14050.17,14124,99.71
3079,14124,13944.24,14124,99.65
3080,14124,14005.23,14124,99.65
3081,14124,13998.81,14124,99.75
3082,14124,14027.7,14124,99.59
3083,14124,13963.5,14124,99.59
3084,14124,13928.19,14124,99.67
3085,14124,13979.55,14124,99.57
3086,14124,13982.76,14124,99.81
3087,14124,14046.96,14124,99.61
3088,14124,14079.06,14124,99.51
3089,14124,14069.43,14124,99.75
3090,14124,14056.59,14124,99.71
3091,14124,13992.39,14124,99.63
3092,14124,13989.18,14124,99.67
3093,14124,14091.9,14124,99.57
3094,14124,13992.39,14124,99.53
3095,14124,14008.44,14124,99.39
3096,14124,14124.0,14124,99.49
3097,14124,13982.76,14124,99.67
3098,14124,13985.97,14124,99.83
3099,14124,14069.43,14124,99.67
3100,14124,13989.18,14124,99.69
3101,14124,13982.76,14124,99.47
3102,14124,14082.27,14124,99.47
3103,14124,13953.87,14124,99.61
3104,14124,14046.96,14124,99.47
3105,14124,14005.23,14124,99.63
3106,14124,13953.87,14124,99.45
3107,14124,13908.93,14124,99.77
3108,14124,13973.13,14124,99.73
3109,14124,13944.24,14124,99.71
3110,14124,13992.39,14124,99.67
3111,14124,13992.39,14124,99.59
